providlyear;ns;ew;objekt;typmetod;Ag (ppb);Al (ppm);As (ppm);Au (ppb);Ba (ppm);Be (ppm);Bi (ppm);Ca (ppm);Cd (ppm);Ce (ppm);Co (ppm);Cr (ppm);Cs (ppm);Cu (ppm);Dy (ppm);Er (ppm);Eu (ppm);Fe (ppm);Ga (ppm);Gd (ppm);Hf (ppm);Ho (ppm);K (ppm);La (ppm);Li (ppm);Lu (ppm);Mg (ppm);Mn (ppm);Mo (ppm);Na (ppm);Nb (ppm);Nd (ppm);Ni (ppm);P (ppm);Pb (ppm);Pd (ppb);Pr (ppm);Rb (ppm);Rh (ppb);S (ppm);Sb (ppm);Sc (ppm);Sm (ppm);Sn (ppm);Sr (ppm);Tb (ppm);Te (ppb);Th (ppm);Ti (ppm);Tl (ppm);Tm (ppm);U (ppm);V (ppm);W (ppm);Y (ppm);Yb (ppm);Zn (ppm);Zr (ppm)
198382002;6864430;367240;KJPA;ICPALSX;;5008.8999;1.7020;;43.6820;0.3870;0.0772;1897.0501;0.0520;45.5010;5.3780;9.0400;1.0020;9.4440;2.0060;1.0570;0.5910;13947.5996;1.6540;2.6550;0.3530;0.3800;700.2250;20.5480;5.2560;0.1180;1932.1000;184.8800;0.1670;71.0010;1.0540;18.9750;9.2060;397.5500;15.0120;46.2000;5.1570;5.2380;;10.8270;0.1130;1.7230;3.6570;0.3120;10.2640;0.3570;;3.2560;958.9880;0.0452;0.1400;0.8610;22.4540;0.1000;10.3160;0.8920;19.9990;11.7100
198382002;6864430;367240;KJPA;ICPSGUX;48.7350;;;1.0330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.1110;;;;;;;;8.3830;;;;;;;;;;;
198382019;6848960;351745;KJPA;ICPALSX;;6783.8398;0.6400;;18.1100;0.4340;0.0579;1193.7400;0.0232;39.5650;2.2150;8.2170;0.3620;2.0240;1.6610;0.8180;0.4380;7208.0200;1.1530;2.2280;0.2540;0.3100;573.1830;16.2760;3.7520;0.0853;1082.6100;173.1840;0.0853;40.9740;1.8870;15.0550;3.9470;318.1620;8.3710;151.0000;4.1280;5.3440;;39.3530;0.0525;1.2390;2.7710;0.3330;12.6000;0.3080;;4.4750;607.6790;0.0357;0.1080;0.8340;9.6950;0.0853;8.0800;0.6830;17.4410;10.1880
198382019;6848960;351745;KJPA;ICPSGUX;51.9830;;;0.4770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6390;;;;;;;;13.2430;;;;;;;;;;;
198382106;6864862;384726;KJPA;ICPALSX;;6265.3501;1.1480;;22.2340;0.2430;0.0573;219.9800;0.0086;39.7420;2.5210;4.5800;0.9370;2.7300;0.8760;0.3920;0.3940;6673.2002;1.0520;1.4980;0.2500;0.1460;1083.0000;17.8520;6.4100;0.0473;787.7220;93.7500;0.2650;46.3660;0.4930;14.6040;4.4230;185.0010;14.4020;74.2000;4.0890;9.2660;;30.9190;0.0753;0.7560;2.6170;0.1580;2.8920;0.1830;;4.1050;151.3010;0.0581;0.0505;0.5830;5.6370;0.0488;3.7170;0.3360;13.3390;11.5000
198382106;6864862;384726;KJPA;ICPSGUX;49.8630;;;0.7880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4070;;;;;;;;20.4390;;;;;;;;;;;
198382144;6850820;389668;KJPA;ICPALSX;;7120.5498;0.7050;;98.9240;0.8950;0.0795;2092.8899;0.0755;74.5880;2.1330;6.9510;0.8700;3.4530;3.9790;1.5150;0.8910;8653.7598;2.0330;6.8040;0.4890;0.6460;504.3120;37.9350;2.2640;0.1670;1280.1200;379.7350;0.0710;202.0000;0.9900;38.5900;5.4620;166.5300;8.5410;54.0000;10.1380;4.2280;;10.2885;0.1160;1.8630;9.0700;0.3800;19.6370;0.8740;;6.1350;829.5680;0.0282;0.1860;0.6780;19.1800;0.1160;15.8830;1.1550;48.0960;12.2410
198382144;6850820;389668;KJPA;ICPSGUX;36.7660;;;0.6390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1450;;;;;;;;6.4850;;;;;;;;;;;
198382158;6849896;374007;KJPA;ICPALSX;;8848.5000;0.9880;;49.6570;0.3980;0.0543;980.4400;0.0294;47.5830;4.5590;9.0260;1.0760;6.2170;1.6340;0.7940;0.5780;9175.9199;1.9470;2.1420;0.1950;0.3060;1671.0400;18.6430;4.1940;0.0877;1492.1899;147.7340;0.0987;78.1530;1.5180;16.6460;9.5660;287.7650;8.3320;36.8000;4.5750;12.7300;;22.5640;0.0779;1.7220;3.1920;0.3500;10.5700;0.2970;;4.1330;749.5260;0.0787;0.1070;0.7510;14.2160;0.1020;7.4020;0.6660;10.7750;6.5780
198382158;6849896;374007;KJPA;ICPSGUX;20.0400;;;0.1410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.5710;;;;;;;;7.3900;;;;;;;;;;;
198382207;6836378;364335;KJPA;ICPALSX;;14336.7002;0.7550;;21.5120;0.3090;0.0373;1798.8300;0.0164;44.4680;3.5120;11.5640;0.4410;4.3650;2.0610;0.9870;0.5900;13262.2998;1.7590;2.7390;0.0612;0.3840;603.0150;17.8140;2.6520;0.0969;1377.6200;110.6270;0.1350;65.5320;1.6030;16.1580;8.0840;451.9300;4.0360;7.7300;4.3130;4.9840;;90.6110;0.0520;2.2530;3.2180;0.2460;11.5160;0.3750;;2.4130;861.1110;0.0313;0.1260;0.6400;19.8970;0.0712;10.4310;0.7680;8.2040;2.7450
198382207;6836378;364335;KJPA;ICPSGUX;15.7060;;;0.4860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.8630;;;;;;;;9.7690;;;;;;;;;;;
198382320;6837650;378687;KJPA;ICPALSX;;11446.0996;0.9170;;28.2570;0.2730;0.0442;2760.8301;0.0355;32.6340;3.2220;17.3900;0.4520;8.7850;2.0280;1.0570;0.5160;9881.0498;2.1060;2.4920;0.0702;0.3950;459.0940;15.1140;4.2350;0.1230;1221.8500;101.8410;0.1160;135.6540;1.7290;14.8240;7.1410;399.3850;3.3230;17.6000;3.8060;3.9480;;97.5700;0.0912;2.1830;2.9940;0.3790;17.9120;0.3590;;2.2060;1141.2600;0.0352;0.1370;1.6060;26.3330;0.1200;9.7740;0.8610;8.7050;2.1750
198382320;6837650;378687;KJPA;ICPSGUX;8.5920;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.4370;;;;;;;;4.9010;;;;;;;;;;;
198382338;6823311;387905;KJPA;ICPALSX;;8293.4199;1.9670;;52.0990;0.3160;0.1380;1920.1700;0.0291;57.1190;3.6540;9.2500;2.3980;3.7720;2.6610;1.2500;0.6220;11352.0000;1.8630;2.9260;0.4090;0.5080;1332.4700;27.8730;5.9470;0.1450;1224.2800;189.2060;0.0710;37.5940;3.5070;23.0370;5.9600;385.4430;7.0910;212.0000;6.3100;12.6830;;19.9020;0.2890;2.4810;3.9920;0.6620;20.3370;0.4190;;6.9230;1323.1899;0.0851;0.1790;1.5720;15.9570;0.3330;12.2110;1.1280;29.7910;15.2770
198382338;6823311;387905;KJPA;ICPSGUX;77.0880;;;2.5370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1220;;;;;;;;13.6010;;;;;;;;;;;
198382407;6885378;407691;KJPA;ICPALSX;;5835.9800;0.3490;;18.3700;0.1680;0.0506;1259.3700;0.0195;38.4310;1.5010;5.5440;0.6120;1.4510;1.5620;0.6940;0.5100;9496.6201;1.4760;2.7560;0.1550;0.2920;995.9730;17.8520;3.8850;0.0874;1110.5800;63.1970;0.0718;43.5170;1.3250;17.0240;2.9850;335.9360;4.7260;131.0000;4.5440;7.1770;;38.6650;0.0404;1.0280;3.0830;0.2910;7.9830;0.3530;;3.8620;478.6950;0.0621;0.0974;0.5270;9.7840;0.0547;6.5300;0.6420;12.5780;5.8140
198382407;6885378;407691;KJPA;ICPSGUX;18.7460;;;0.0730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6060;;;;;;;;7.5640;;;;;;;;;;;
198382512;6885971;428034;KJPA;ICPALSX;;9642.3398;3.0780;;45.8370;0.6150;0.1780;1438.5100;0.1210;78.2410;3.9690;9.8420;1.4000;5.3910;2.5610;1.2490;0.7760;14034.0996;2.9270;3.8700;0.4120;0.4700;1095.7500;37.0430;12.3030;0.1480;1765.1300;196.1370;1.1730;74.6230;1.2180;32.2170;7.5380;333.1390;21.2030;79.5000;9.0120;14.4730;;37.5730;0.1940;1.8540;5.5890;0.4920;14.1910;0.5150;;9.2430;660.5290;0.1260;0.1660;2.0600;17.9310;0.0840;10.8780;1.0630;28.8060;14.7190
198382512;6885971;428034;KJPA;ICPSGUX;57.4840;;;0.1100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4060;;;;;;;;33.8500;;;;;;;;;;;
198382526;6875583;420982;KJPA;ICPALSX;;8531.1797;0.8740;;39.7410;0.3270;0.0727;2214.6699;0.0480;53.7340;3.7440;11.6370;1.2350;5.3910;2.4060;1.2120;0.7540;11019.9004;2.3670;3.2360;0.2040;0.4610;1376.4399;25.0820;5.6000;0.1380;2686.2700;155.8280;0.1590;81.0070;1.7800;22.4010;6.8490;410.4410;9.2850;46.5000;6.0980;13.0900;;13.5510;0.0847;2.1940;4.2070;0.4990;17.2150;0.4470;;5.5850;957.8700;0.1060;0.1620;1.1255;15.7140;0.0821;11.0820;0.9880;18.9500;8.5190
198382526;6875583;420982;KJPA;ICPSGUX;23.1790;;;0.1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2090;;;;;;;;10.5590;;;;;;;;;;;
198382534;6874707;439765;KJPA;ICPALSX;;11873.7998;1.1940;;63.9200;0.7930;0.2220;1074.6500;0.0395;96.4970;1.8240;6.5260;1.6220;2.0650;2.5720;1.3540;0.4870;9414.4404;3.4060;2.8450;0.5060;0.4810;521.8160;27.9740;9.0860;0.1750;1011.3300;133.3110;0.2080;70.6190;4.6890;21.7590;2.6170;308.4050;15.5880;75.5000;6.3990;13.9850;;81.0150;0.1040;2.7490;3.9590;1.1660;12.8240;0.4420;;10.9500;1049.8001;0.0782;0.1910;2.4270;16.0400;0.2740;11.9880;1.2830;16.3610;17.4070
198382534;6874707;439765;KJPA;ICPSGUX;60.2720;;;0.3740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4240;;;;;;;;24.9780;;;;;;;;;;;
198382554;6884545;440332;KJPA;ICPALSX;;15774.9004;1.0860;;61.3980;0.5810;0.1540;1964.3900;0.0847;48.3740;5.1450;18.4490;1.1510;5.9930;2.2510;1.2660;0.5770;14318.2998;4.4880;2.6680;0.2330;0.4550;873.5320;18.9530;9.0610;0.1540;2438.9600;138.4510;0.5820;98.4470;2.8670;17.2150;10.4200;313.0230;15.9320;39.4000;4.6040;14.6120;;86.5990;0.1040;3.0670;3.2890;0.8210;21.6360;0.4140;;5.8520;1416.2800;0.1110;0.1770;1.3290;34.1600;0.1470;11.5180;1.1380;28.3280;8.2750
198382554;6884545;440332;KJPA;ICPSGUX;58.6530;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1340;;;;;;;;11.8900;;;;;;;;;;;
198382601;6870266;394494;KJPA;ICPALSX;;39948.8008;1.5510;;116.6800;0.6350;0.0502;6033.5801;0.0720;39.0350;28.4380;37.6940;4.1980;51.9750;2.3090;1.1260;0.7620;29100.6992;7.3420;2.9020;0.1400;0.4350;1273.9500;16.4800;31.6820;0.1280;14466.5000;758.2480;0.2640;898.1320;0.6160;16.0900;91.7100;780.8710;15.4570;38.5000;4.1640;13.4770;;113.4660;0.0836;5.2500;3.3750;0.3440;28.3830;0.4260;;3.3760;1108.6500;0.1130;0.1460;0.6260;54.6680;0.0492;10.6210;0.9250;46.9040;7.5330
198382601;6870266;394494;KJPA;ICPSGUX;46.3500;;;0.9780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2370;;;;;;;;14.2370;;;;;;;;;;;
198382607;6850275;402519;KJPA;ICPALSX;;11607.7002;0.7770;;97.2650;0.3820;0.0626;2514.2300;0.0668;48.9800;6.3590;11.3230;1.0960;8.5000;1.6620;0.8190;0.5640;12779.2998;2.6110;2.3930;0.1390;0.3070;1095.2600;22.8230;5.0920;0.0929;3181.8001;348.2620;0.1250;284.9910;1.2040;18.7860;20.4580;483.4500;8.8290;35.3000;5.2940;8.5450;;54.6930;0.0704;2.0360;3.4800;0.3300;19.8720;0.3160;;3.7370;848.9220;0.0557;0.1060;0.5930;21.6750;0.0609;10.3040;0.6610;20.6840;7.9460
198382607;6850275;402519;KJPA;ICPSGUX;19.8900;;;0.3600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.4060;;;;;;;;19.3950;;;;;;;;;;;
198382631;6847050;413304;KJPA;ICPALSX;;10605.2998;1.2420;;22.3100;0.2400;0.0480;1412.6700;0.0326;33.9850;2.2870;12.5030;0.8860;2.8270;1.2600;0.6270;0.3990;8844.4004;1.7240;1.7850;0.0617;0.2330;693.1440;15.7090;4.1190;0.0744;975.9070;61.0270;0.1260;116.5260;1.0530;12.8930;7.2690;218.0760;6.9910;12.4000;3.6190;7.0230;;69.5380;0.1120;1.2430;2.3410;0.2480;9.8450;0.2380;;3.0130;545.6640;0.0384;0.0857;0.5330;21.0350;0.0851;6.0330;0.5570;15.3900;2.3500
198382631;6847050;413304;KJPA;ICPSGUX;9.7580;;;0.8440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6500;;;;;;;;10.0640;;;;;;;;;;;
198382643;6860633;403160;KJPA;ICPALSX;;14158.0000;0.9980;;30.9470;0.3230;0.0513;2123.8701;0.0518;37.0340;7.1940;15.5270;0.9140;11.3990;1.8200;0.8930;0.5400;10744.7998;2.5070;2.3180;0.1570;0.3420;682.0530;15.9110;6.3820;0.1030;2615.9600;129.7480;0.1330;371.9630;1.0340;14.6590;23.4650;403.3380;8.2230;29.7000;3.9530;6.7500;;86.0540;0.0710;2.3110;2.9600;0.2790;14.4480;0.3320;;3.1070;677.9510;0.0425;0.1200;0.6270;25.7670;0.0640;8.6400;0.7780;13.0390;6.6700
198382643;6860633;403160;KJPA;ICPSGUX;16.2280;;;0.4470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.7060;;;;;;;;8.3980;;;;;;;;;;;
198382709;6862601;418739;KJPA;ICPALSX;;9587.7402;2.4590;;36.9670;0.2850;0.0966;723.2290;0.0555;63.4260;2.3030;6.6430;1.6240;2.3760;1.7670;0.7690;0.6170;8646.0498;1.7970;2.7470;0.2700;0.2930;1295.9301;26.2440;6.3870;0.0901;1068.7600;116.3130;0.5260;43.9430;1.3370;23.2560;4.1490;222.7070;24.5010;57.3000;6.3890;12.8790;;46.2130;0.1560;1.4040;4.1110;0.3500;8.4060;0.3460;;5.7230;509.6680;0.0900;0.1020;1.0880;11.4650;0.0935;7.2700;0.6540;16.0370;11.2690
198382709;6862601;418739;KJPA;ICPSGUX;88.8970;;;0.3520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.1440;;;;;;;;14.4080;;;;;;;;;;;
198382718;6849688;428105;KJPA;ICPALSX;;12008.5996;2.8090;;83.8130;0.9630;0.2570;1145.1300;0.1150;131.2220;3.4550;10.7360;1.5210;6.1830;3.4440;1.7770;0.6280;11297.9004;3.5320;4.5080;0.7000;0.6850;1142.0300;42.9880;5.5470;0.2030;1571.6700;403.0100;0.5460;91.3980;1.6870;35.3660;5.9130;257.8390;30.8820;129.0000;10.0710;17.7430;;35.4620;0.2080;3.5780;5.8740;0.7520;11.7990;0.6530;;10.4360;1012.2500;0.1250;0.2450;4.2880;22.3180;0.2360;18.1870;1.5050;31.3020;24.2970
198382718;6849688;428105;KJPA;ICPSGUX;48.5200;;;0.6420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.7900;;;;;;;;44.6150;;;;;;;;;;;
198382744;6861463;438635;KJPA;ICPALSX;;8904.2598;1.9280;;60.1590;0.7000;0.0967;2111.8899;0.0465;47.2910;3.6270;9.1750;1.5680;5.2050;3.0900;1.9000;0.7970;14197.7998;3.0550;3.7140;0.6690;0.6400;997.0680;21.5000;3.7010;0.2450;1402.1200;159.9160;0.1810;103.6120;1.7880;23.2520;6.7230;708.1670;8.1000;401.0000;5.9820;11.7450;;16.3190;0.1970;3.2330;5.0540;0.5840;15.4410;0.5310;;4.8190;1624.0100;0.0762;0.2670;1.4520;30.7080;0.2010;15.1750;1.8180;18.2580;24.5480
198382744;6861463;438635;KJPA;ICPSGUX;32.3190;;;0.8080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.2880;;;;;;;;8.8960;;;;;;;;;;;
198382756;6850964;439540;KJPA;ICPALSX;;7578.2002;1.1090;;45.1990;0.5080;0.1100;1507.9301;0.0516;49.1720;3.0850;8.6570;0.8530;3.6370;2.0900;1.0590;0.5120;11116.0000;2.5030;2.7300;0.4590;0.3910;765.9540;22.9140;4.2050;0.1300;1307.3300;129.6150;0.2020;65.6830;0.9210;21.5380;5.7790;364.8170;10.6910;76.6000;5.7540;8.8060;;10.3180;0.1090;2.5520;3.9200;0.4380;11.7800;0.3830;;4.6560;1390.4500;0.0565;0.1480;1.9670;23.9250;0.0981;11.4330;0.9430;15.8640;17.1320
198382756;6850964;439540;KJPA;ICPSGUX;32.9010;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5880;;;;;;;;16.2460;;;;;;;;;;;
198382782;6863622;428547;KJPA;ICPALSX;;20557.5000;2.0600;;80.2550;0.7460;0.0800;3134.1201;0.1310;66.6950;19.2990;14.7670;2.2600;22.6870;2.7970;1.4170;0.8340;30728.0000;4.9210;3.6460;0.1790;0.5410;1168.9500;21.3600;10.0880;0.1510;4453.9399;458.5290;0.3330;172.1690;1.5460;22.4830;25.7010;1232.3001;16.3980;32.8000;5.7640;13.4920;;70.2050;0.1440;3.0450;4.4410;0.5970;17.5120;0.5280;;5.0780;1608.4000;0.1270;0.1840;1.0280;42.5970;0.1390;12.0100;1.1480;48.0230;6.0790
198382782;6863622;428547;KJPA;ICPSGUX;45.3340;;;0.6970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3250;;;;;;;;24.0590;;;;;;;;;;;
198382812;6837143;395435;KJPA;ICPALSX;;7363.0601;0.8310;;86.0590;0.3700;0.0645;2617.7900;0.0556;40.2020;4.1080;11.1370;0.7280;6.7820;2.1680;1.1860;0.5910;8822.4004;1.8200;2.6820;0.4160;0.4180;970.0440;18.9680;2.9200;0.1410;1413.4700;225.4780;0.0710;281.6170;0.6380;17.5860;8.4940;342.3990;8.8790;77.0000;4.7270;7.5520;;10.2885;0.1200;1.9880;3.4510;0.3260;20.8470;0.3830;;3.3730;835.9600;0.0610;0.1560;0.7710;20.1900;0.1070;11.3420;1.0020;16.4100;12.9120
198382812;6837143;395435;KJPA;ICPSGUX;67.1590;;;0.7450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.5290;;;;;;;;9.8240;;;;;;;;;;;
198382845;6824290;401602;KJPA;ICPALSX;;6216.0801;1.3410;;21.7930;0.2610;0.0648;1565.0400;0.0215;42.0390;2.1090;10.3220;0.7960;4.1240;2.4140;1.1840;0.6260;7471.4800;1.4900;2.8610;0.3110;0.4440;521.0600;18.0780;2.3800;0.1400;818.3350;98.8660;0.0998;119.3200;1.9120;17.1020;5.0710;462.5410;5.9070;56.3000;4.6160;5.3150;;39.7490;0.1440;1.7530;3.5530;0.3650;13.2940;0.4310;;3.9990;823.5360;0.0371;0.1620;0.9820;19.8980;0.1460;10.6910;1.0650;7.2750;11.0770
198382845;6824290;401602;KJPA;ICPSGUX;35.4060;;;0.8110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7780;;;;;;;;6.2540;;;;;;;;;;;
198382852;6824420;414534;KJPA;ICPALSX;;18688.6992;7.3220;;88.2990;0.7540;0.0770;8302.9199;0.0828;69.6420;12.8560;37.8510;1.1840;26.0320;3.8550;2.1480;0.7790;28830.0996;6.2370;4.4140;0.3680;0.7720;2643.4299;31.5470;11.4870;0.2530;7812.1299;448.4470;0.4370;898.8970;3.4650;25.8350;20.0500;948.6180;8.4160;73.5000;6.8760;25.8300;;38.2640;0.4630;6.9170;4.8770;1.3640;32.4410;0.6690;;9.5430;2722.3899;0.1760;0.2890;1.8570;52.8080;0.5680;21.4470;1.8280;61.7890;14.2870
198382852;6824420;414534;KJPA;ICPSGUX;30.2330;;;0.0620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9390;;;;;;;;8.0180;;;;;;;;;;;
198382875;6837623;409993;KJPA;ICPALSX;;7418.0098;2.5550;;36.2770;0.3520;0.0898;1114.1801;0.0171;51.4520;2.0610;8.7200;1.5090;1.8170;1.9570;0.9730;0.5340;6090.9902;1.3690;2.2900;0.2400;0.3580;962.3820;14.7750;2.6830;0.1100;691.4530;82.7390;0.0725;115.6670;1.3100;15.7170;4.4390;576.3220;6.4480;59.0000;4.1440;8.5460;;53.8200;0.1950;1.3100;3.2500;0.2900;9.0970;0.3570;;4.2910;605.6020;0.0462;0.1340;0.8100;14.7930;0.1970;9.1760;0.8920;4.8490;9.6720
198382875;6837623;409993;KJPA;ICPSGUX;37.9580;;;0.6600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8550;;;;;;;;17.5120;;;;;;;;;;;
198382920;6834911;423825;KJPA;ICPALSX;;4144.6699;0.6240;;14.6590;0.1290;0.0516;600.0900;0.0320;31.9730;0.6150;3.9290;0.3360;0.6730;1.2530;0.6300;0.3130;3188.4600;0.7340;1.6500;0.1240;0.2350;271.8020;15.0160;1.0670;0.0791;288.1690;43.9350;0.0712;35.9200;0.8340;13.4080;1.3970;149.1030;8.8190;22.1000;3.7580;2.7920;;31.2880;0.0796;0.6470;2.4620;0.2100;5.1800;0.2310;;3.5220;370.4250;0.0215;0.0845;0.8280;7.6410;0.0685;5.7290;0.5630;6.8470;5.2930
198382920;6834911;423825;KJPA;ICPSGUX;26.9820;;;0.1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9990;;;;;;;;12.0040;;;;;;;;;;;
198382937;6823542;427529;KJPA;ICPALSX;;12188.5996;1.6740;;53.2240;0.7160;0.4570;938.4310;0.0612;124.5250;2.6960;10.7200;1.0870;4.4700;3.4050;1.6140;0.5450;9607.3701;3.3080;4.7400;0.6770;0.6300;1177.1300;60.4740;4.8280;0.1690;1355.3400;118.4040;1.2330;74.2320;1.2410;42.0350;7.1290;143.4250;43.9910;89.5000;12.6720;16.8640;;26.8500;0.1420;2.8590;6.5210;0.5270;10.2810;0.6300;;9.7130;809.1240;0.1050;0.2080;3.8250;18.7210;0.1250;21.4820;1.2720;18.0810;23.8390
198382937;6823542;427529;KJPA;ICPSGUX;83.8130;;;0.9400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6580;;;;;;;;81.9140;;;;;;;;;;;
198382979;6835598;436506;KJPA;ICPALSX;;19162.5996;2.0470;;55.8010;0.5540;0.1790;1370.8900;0.0711;62.1500;4.8810;20.5640;1.3570;6.7770;1.8880;0.9940;0.5540;13084.2002;4.3470;2.5090;0.3950;0.3570;1191.3300;26.6780;10.1280;0.1190;2349.6101;164.6430;0.6060;79.4250;2.4720;20.9110;12.0250;351.1250;14.8580;68.6000;5.9010;18.5900;;70.1060;0.1490;2.7140;3.6380;0.7740;17.6610;0.3550;;9.4970;1076.6400;0.1430;0.1310;1.8430;28.7310;0.1600;8.6640;0.8530;28.7650;14.1910
198382979;6835598;436506;KJPA;ICPSGUX;40.3690;;;0.2370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.3850;;;;;;;;25.3890;;;;;;;;;;;
198409011;7134512;737698;KJPA;ICPALSX;;9807.9297;4.7760;;44.2700;0.4680;0.1150;3770.9600;0.1120;66.7800;3.2450;26.9560;1.0490;26.7690;3.3060;1.5170;0.5380;14152.4004;3.9160;4.7550;0.4760;0.5890;2415.4900;31.1020;10.1120;0.1730;3517.1399;176.3250;0.7390;241.7310;2.2710;29.5770;11.3600;706.5810;6.4100;83.7000;7.7880;20.4020;;47.7910;0.1120;4.5970;5.8610;0.9940;17.8080;0.6500;;9.6850;1583.6100;0.2120;0.1970;2.7490;31.6650;0.3880;15.5210;1.2790;26.6360;15.5500
198409011;7134512;737698;KJPA;ICPSGUX;82.2360;;;1.2980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0870;;;;;;;;21.1930;;;;;;;;;;;
198409030;7134256;725803;KJPA;ICPALSX;;15641.9004;9.0420;;51.8760;0.6880;0.1670;3033.8899;0.1440;73.9890;5.2660;32.0610;1.7950;24.2180;3.4740;1.8500;0.6490;22876.9004;4.5840;4.0980;0.3820;0.6780;1626.3200;27.5370;16.9480;0.2230;4058.7400;218.1680;1.1140;220.6070;3.9250;25.6120;18.2970;719.0280;10.8060;89.3000;6.8270;17.5150;;124.0010;0.2440;5.2010;5.1370;1.4150;20.6440;0.6040;;8.7330;1908.5000;0.2700;0.3010;2.3490;30.0260;0.6760;17.0500;1.6200;46.8840;12.5200
198409030;7134256;725803;KJPA;ICPSGUX;105.7160;;;1.7920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5560;;;;;;;;28.8650;;;;;;;;;;;
198409080;7147185;724279;KJPA;ICPALSX;;17226.5000;18.6790;;128.3420;0.8050;0.2510;4952.3599;0.1490;142.2100;9.7840;33.6670;2.0580;21.0280;4.1830;2.4910;0.8520;24461.5996;6.0680;4.7430;0.6360;0.8480;2564.8501;38.0570;19.3790;0.3020;4858.3701;467.6680;0.6550;281.6890;3.7820;33.7950;22.2200;1094.6500;19.3310;413.0000;9.1090;30.1010;;32.6450;0.4370;6.1560;6.3890;1.5910;31.7250;0.7430;;11.3460;2091.5601;0.3070;0.3420;2.8460;34.4120;0.8870;22.3440;2.2770;85.2280;25.0850
198409080;7147185;724279;KJPA;ICPSGUX;55.1660;;;1.1010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0640;;;;;;;;32.8130;;;;;;;;;;;
198409095;7146111;738131;KJPA;ICPALSX;;12474.4004;7.5970;;59.1810;0.4360;0.1150;4247.4800;0.1260;57.4450;5.0500;25.7050;1.4800;16.7540;3.4370;1.8890;0.5960;15728.2998;4.5090;4.1190;0.4020;0.6830;2050.6001;23.1750;14.1840;0.2380;3709.0501;231.3140;0.3670;272.8600;3.5190;23.6660;14.1410;779.8190;6.9130;73.3000;6.1120;20.7900;;41.5350;0.1610;4.7680;4.8240;1.3420;21.6510;0.6130;;7.7030;1728.0800;0.2920;0.2520;1.9300;26.0440;0.6800;17.3310;1.6580;38.3190;16.2160
198409095;7146111;738131;KJPA;ICPSGUX;53.0740;;;2.3410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9160;;;;;;;;17.3740;;;;;;;;;;;
198409130;7134636;747475;KJPA;ICPALSX;;8179.2598;4.3090;;43.8050;0.4320;0.1020;2988.6599;0.1130;61.5790;3.2860;19.3380;0.7710;19.9790;2.8210;1.2940;0.4630;13073.0000;3.2270;3.9880;0.3540;0.5090;1574.0100;29.9400;7.9400;0.1520;2651.1699;154.8260;0.6350;185.2110;2.5560;25.7240;9.4710;644.2130;6.2670;53.4000;7.0280;15.4080;;308.6890;0.0975;3.7030;5.0750;0.8090;19.2920;0.5370;;9.1710;1242.7800;0.1660;0.1680;2.1440;21.8680;0.3400;13.8180;1.0760;26.1670;13.1820
